
# Metric TPR, RefDB BLAST16S_10 full-length phylum
100	99	97	95	90	Method
99.9	100.0	99.4	99.7	93.1	BLCA
99.8	99.9	100.0	99.8	99.7	CT1
99.5	99.7	99.9	99.8	99.2	CT2
97.9	98.1	98.4	97.5	98.4	KNN
99.4	99.5	99.8	99.4	99.1	Metaxa2
99.2	99.7	99.9	99.5	99.1	Q2_BLAST
100.0	100.0	100.0	99.8	99.7	Q2_SK
99.7	99.8	100.0	99.8	99.5	Q2_VS
99.9	99.9	100.0	99.6	68.2	Q1
100.0	100.0	100.0	99.8	99.5	RDP50
100.0	100.0	100.0	99.8	99.4	RDP80
100.0	100.0	100.0	99.8	99.7	SINTAX50
100.0	100.0	99.8	99.7	99.5	SINTAX80
100.0	100.0	100.0	99.8	99.6	NBC50
100.0	100.0	100.0	99.8	99.3	NBC80
100.0	100.0	99.9	99.8	99.6	BTOP
100.0	100.0	99.9	99.7	99.7	TOP
100.0	100.0	100.0	99.7	99.5	KTOP
100.0	100.0	100.0	99.8	99.6	Microclass
