
# Metric TPR, RefDB BLAST16S_10 V4 class
100	99	97	95	90	Method
100.0	99.9	99.5	99.7	82.4	BLCA
99.4	99.7	99.6	99.6	92.0	CT1
98.0	99.0	98.6	98.3	87.3	CT2
93.7	95.5	94.8	93.4	74.4	KNN
98.8	98.6	98.5	96.6	79.6	Metaxa2
98.1	99.2	98.8	97.7	87.6	Q2_BLAST
99.9	99.9	99.8	99.4	87.5	Q2_SK
98.1	99.4	98.7	98.2	88.7	Q2_VS
99.7	99.9	99.8	99.8	67.0	Q1
99.9	99.9	99.8	99.8	91.1	RDP50
99.9	99.9	99.8	99.3	73.9	RDP80
100.0	99.9	99.5	99.4	87.4	SINTAX50
100.0	99.9	99.5	99.0	73.2	SINTAX80
99.9	99.9	99.8	99.8	90.7	NBC50
99.9	99.9	99.7	99.1	75.5	NBC80
100.0	99.9	99.6	99.8	93.9	BTOP
100.0	99.9	99.7	99.7	91.0	TOP
100.0	99.9	99.5	99.8	92.1	KTOP
100.0	99.9	99.8	99.8	95.4	Microclass
