
# Metric TPR, RefDB BLAST16S_10 V4 order
100	99	97	95	90	Method
99.9	99.0	92.9	80.4	42.3	BLCA
98.6	98.6	95.8	90.4	57.3	CT1
94.8	94.6	91.0	84.4	43.5	CT2
83.1	81.0	73.5	66.2	27.4	KNN
95.3	94.1	87.3	77.1	35.1	Metaxa2
94.9	95.0	91.6	85.1	43.2	Q2_BLAST
99.1	97.9	93.7	86.5	46.0	Q2_SK
94.9	95.1	91.2	84.9	46.8	Q2_VS
99.1	98.8	96.2	92.1	44.9	Q1
99.8	99.4	97.4	91.4	53.9	RDP50
99.8	98.8	91.4	78.5	30.9	RDP80
100.0	99.2	95.2	89.0	41.3	SINTAX50
99.9	98.4	87.6	73.3	25.8	SINTAX80
99.8	99.3	97.1	90.6	54.9	NBC50
99.8	98.9	92.0	78.9	32.3	NBC80
100.0	99.3	96.6	92.5	59.3	BTOP
100.0	99.2	96.7	91.9	59.2	TOP
100.0	99.2	96.2	92.3	61.2	KTOP
99.9	99.4	97.9	92.5	65.5	Microclass
