
BLAST16S_10 fl order
TPR	UCR	MCR	OCR	Acc_RDP	Acc	Method
99.3	0.2	0.5	59.3	99.0	99.1	NBC50
99.4	0.0	0.6	100.0	99.0	99.0	NBC0
99.3	0.0	0.7	100.0	99.0	99.0	TOP
99.1	0.6	0.3	29.6	98.7	99.0	NBC80
99.3	0.0	0.7	100.0	98.9	98.9	KTOP
99.2	0.0	0.8	100.0	98.9	98.9	SINTAX0
98.7	1.0	0.3	11.1	98.3	98.6	SINTAX50
98.8	0.2	1.0	81.5	98.4	98.5	CT1
97.2	2.5	0.3	7.4	96.9	97.2	SINTAX80
96.5	1.9	1.6	44.4	96.2	96.3	CT2
