
WITS fl order
TPR	UCR	MCR	OCR	Acc_RDP	Acc	Method
99.7	0.0	0.3	-	99.7	99.7	KTOP
99.7	0.0	0.3	-	99.7	99.7	NBC0
99.7	0.2	0.1	-	99.7	99.7	NBC50
99.7	0.0	0.3	-	99.7	99.7	SINTAX0
99.6	0.3	0.1	-	99.5	99.6	NBC80
99.6	0.2	0.2	-	99.5	99.5	TOP
99.5	0.4	0.1	-	99.5	99.5	SINTAX50
99.2	0.7	0.1	-	99.2	99.2	SINTAX80
99.1	0.3	0.6	-	99.0	99.1	CT1
98.4	0.6	1.0	-	98.4	98.4	CT2
