
BLAST16S_10 fl class
TPR	UCR	MCR	OCR	Acc_RDP	Acc	Method
99.7	0.1	0.3	64.3	99.5	99.6	NBC50
99.7	0.0	0.3	100.0	99.5	99.5	KTOP
99.7	0.0	0.3	100.0	99.5	99.5	NBC0
99.7	0.0	0.3	100.0	99.5	99.5	TOP
99.5	0.3	0.2	0.0	99.3	99.5	SINTAX50
99.6	0.2	0.2	35.7	99.4	99.5	NBC80
99.7	0.0	0.3	100.0	99.5	99.5	SINTAX0
99.5	0.1	0.4	100.0	99.4	99.4	CT1
99.0	0.9	0.2	0.0	98.8	99.0	SINTAX80
98.9	0.5	0.6	57.1	98.7	98.8	CT2
