
BLAST16S_10 v35 species
TPR	UCR	MCR	OCR	Acc_RDP	Acc	Method
28.1	57.0	14.9	20.6	8.0	18.6	CT1
1.5	98.3	0.1	0.4	0.4	1.5	CT2
86.7	0.0	13.3	100.0	24.8	24.8	KTOP
83.5	0.0	16.5	100.0	23.9	23.9	NBC0
56.6	42.4	1.0	15.9	16.2	40.5	SINTAX80
87.5	0.0	12.5	100.0	25.0	25.0	TOP
76.6	18.3	5.1	39.2	21.9	38.7	SINTAX50
74.9	16.7	8.5	42.8	21.4	36.2	NBC80
82.6	3.0	14.4	75.2	23.6	28.7	NBC50
87.5	0.0	12.5	100.0	25.0	25.0	SINTAX0
