
BLAST16S_10 v4 order
TPR	UCR	MCR	OCR	Acc_RDP	Acc	Method
98.7	0.0	1.3	100.0	98.4	98.4	NBC0
98.6	0.0	1.4	100.0	98.3	98.3	KTOP
98.4	1.0	0.6	29.6	98.0	98.3	NBC50
98.7	0.0	1.3	100.0	98.3	98.3	SINTAX0
98.6	0.0	1.4	100.0	98.2	98.2	TOP
98.1	1.4	0.5	14.8	97.7	98.0	SINTAX50
97.4	0.5	2.1	85.2	97.1	97.2	CT1
97.0	2.6	0.3	11.1	96.7	97.0	NBC80
95.9	3.8	0.3	11.1	95.6	95.9	SINTAX80
93.8	3.7	2.6	55.6	93.4	93.6	CT2
